h.ela,yr.ela,t.response,dl_f,bump
1850.0,1000.0,604.395,8150.0,True
1800.0,500.0,396.08500000000004,4800.0,True
1750.0,1000.0,145.05999999999995,2700.0,True
1700.0,1000.0,115.49500000000012,2000.0,True
1750.0,500.0,146.7550000000001,2000.0,True
1800.0,500.0,169.5,2200.0,True
1850.0,500.0,227.10000000000036,2700.0,True
1800.0,500.0,156.875,2500.0,True
