h.ela,yr.ela,t.response,dl_f,bump,bump height
1850.0,1500.0,707.955,9750.0,True,160.0
1800.0,500.0,396.08500000000004,4800.0,True,160.0
1750.0,1000.0,86.68499999999995,2000.0,True,160.0
1700.0,1000.0,120.33500000000004,1800.0,True,160.0
1750.0,500.0,114.80999999999995,-1700.0,True,160.0
1800.0,500.0,156.67500000000018,-2000.0,True,160.0
1850.0,500.0,148.4949999999999,-2100.0,True,160.0
