h.ela,yr.ela,t.response,dl_f,bump
1850.0,1500.0,697.115,9450.0,True
1800.0,500.0,320.105,3700.0,True
1750.0,1000.0,141.16000000000008,2500.0,True
1700.0,1000.0,128.44500000000016,2000.0,True
1750.0,500.0,146.75,-2000.0,True
1800.0,500.0,169.5,-2200.0,True
1850.0,500.0,227.10000000000036,-2700.0,True
