h.ela,yr.ela,t.response,dl_f,bump,bump height
1850.0,1500.0,697.115,9550.0,True,60.0
1800.0,500.0,320.105,3700.0,True,60.0
1750.0,1000.0,142.68000000000006,2500.0,True,60.0
1700.0,1000.0,125.82000000000016,2000.0,True,60.0
1750.0,500.0,150.1550000000002,-2000.0,True,60.0
1800.0,500.0,162.98000000000047,-2200.0,True,60.0
1850.0,500.0,201.32999999999993,-2600.0,True,60.0
