h.ela,yr.ela,t.response,dl_f,bump,bump height
1850.0,1500.0,697.115,9550.0,True,80.0
1800.0,500.0,342.57,4000.0,True,80.0
1750.0,1000.0,125.02500000000009,2300.0,True,80.0
1700.0,1000.0,132.1199999999999,2000.0,True,80.0
1750.0,500.0,127.07500000000027,-1900.0,True,80.0
1800.0,500.0,167.8800000000001,-2200.0,True,80.0
1850.0,500.0,177.0550000000003,-2500.0,True,80.0
