h.ela,yr.ela,t.response,dl_f,bump,bump height
1850.0,1500.0,707.955,9650.0,True,100.0
1800.0,500.0,353.55,4100.0,True,100.0
1750.0,1000.0,120.10500000000002,2300.0,True,100.0
1700.0,1000.0,126.36000000000013,2000.0,True,100.0
1750.0,500.0,146.35500000000002,-2000.0,True,100.0
1800.0,500.0,155.3150000000005,-2100.0,True,100.0
1850.0,500.0,192.19999999999982,-2400.0,True,100.0
