h.ela,yr.ela,t.response,dl_f,bump,bump height
1850.0,1500.0,707.955,9750.0,True,140.0
1800.0,500.0,375.065,4500.0,True,140.0
1750.0,1000.0,99.74000000000001,2100.0,True,140.0
1700.0,1000.0,114.5,1900.0,True,140.0
1750.0,500.0,125.72000000000025,-1800.0,True,140.0
1800.0,500.0,151.13500000000022,-2000.0,True,140.0
1850.0,500.0,150.44999999999982,-2200.0,True,140.0
