h.ela,yr.ela,t.response,dl_f,bump,bump height
1850.0,1500.0,707.955,9650.0,True,120.0
1800.0,500.0,375.065,4400.0,True,120.0
1750.0,1000.0,104.75,2200.0,True,120.0
1700.0,1000.0,120.5,1900.0,True,120.0
1750.0,500.0,135.625,-1900.0,True,120.0
1800.0,500.0,144.8199999999997,-2000.0,True,120.0
1850.0,500.0,169.6900000000005,-2300.0,True,120.0
