h.ela,yr.ela,t.response,dl_f,bump
1850.0,1000.0,604.395,8150.0,False
1800.0,500.0,353.55,4200.0,False
1750.0,1000.0,144.58999999999992,2900.0,False
1700.0,1000.0,126.05500000000006,2200.0,False
1750.0,500.0,158.4949999999999,2100.0,False
1800.0,500.0,190.07500000000027,2400.0,False
1850.0,500.0,223.59500000000025,3000.0,False
1800.0,500.0,164.65499999999975,2600.0,False
